u,v,w,p,q,r,phi,theta,psi,roll_ctrl,pitch_ctrl,yaw_ctrl,throttle_ctrl,E,N,U,u_dot,v_dot,w_dot,p_dot,q_dot,r_dot,phi_dot,theta_dot,psi_dot,delta_a,delta_e,delta_r,delta_T,timestamp
53.9774,0.0103537,0.432839,2.96556e-05,-0.00475145,-0.0014039,-0.000284073,-0.00434285,1.51391,-0.00398597,-0.1708,0,0.5343,361598,4.43641e+06,2443.55,0.105784,-0.0817721,0.251946,-2.09136e-06,0.000458512,3.76435e-05,3.57467e-05,-0.00475185,-0.00140256,0.0637699,0.866759,0.147251,0.76715,1616511338278292700
53.9774,0.0103537,0.432839,2.96556e-05,-0.00475145,-0.0014039,-0.000284073,-0.00434285,1.51391,-0.00398696,-0.1708,0,0.5343,361598,4.43641e+06,2443.55,0.105784,-0.0817721,0.251946,-2.09136e-06,0.000458512,3.76435e-05,3.57467e-05,-0.00475185,-0.00140256,0.0637699,0.866759,0.147251,0.76715,1616511338288315226
53.9798,0.010324,0.432741,2.96918e-05,-0.00474203,-0.00140312,-0.000283341,-0.00443985,1.51388,-0.00398611,-0.1708,0,0.5343,361599,4.43641e+06,2443.54,0.106494,-0.081782,0.251501,4.4771e-06,0.000461253,3.72616e-05,3.59155e-05,-0.00474243,-0.00140179,0.0637685,0.866776,0.14725,0.76715,1616511338298314126
53.9798,0.010324,0.432741,2.96918e-05,-0.00474203,-0.00140312,-0.000283341,-0.00443985,1.51388,-0.00398789,-0.1708,0,0.5343,361599,4.43641e+06,2443.54,0.106494,-0.081782,0.251501,4.4771e-06,0.000461253,3.72616e-05,3.59155e-05,-0.00474243,-0.00140179,0.0637685,0.866776,0.14725,0.76715,1616511338308316690
53.9817,0.0103108,0.432658,2.9719e-05,-0.00473421,-0.00140251,-0.000282735,-0.00451969,1.51386,-0.00398704,-0.1708,0,0.5343,361600,4.43641e+06,2443.53,0.107247,-0.0817962,0.251015,3.27728e-06,0.000464834,3.56382e-05,3.60519e-05,-0.00473461,-0.00140119,0.0637591,0.866795,0.147248,0.76715,1616511338318287756
53.9829,0.0103099,0.432603,2.96391e-05,-0.00472904,-0.00140211,-0.000282336,-0.00457208,1.51384,-0.00398838,-0.1708,0,0.5343,361600,4.43641e+06,2443.53,0.107808,-0.0818136,0.250653,-4.43088e-06,0.000467558,3.65088e-05,3.60436e-05,-0.00472943,-0.00140079,0.0637457,0.866808,0.147247,0.76715,1616511338328288135
53.9829,0.0103099,0.432603,2.96391e-05,-0.00472904,-0.00140211,-0.000282336,-0.00457208,1.51384,-0.00398897,-0.1708,0,0.5343,361600,4.43641e+06,2443.53,0.107808,-0.0818136,0.250653,-4.43088e-06,0.000467558,3.65088e-05,3.60436e-05,-0.00472943,-0.00140079,0.0637457,0.866808,0.147247,0.76715,1616511338338344386
53.9844,0.0102996,0.432537,2.9511e-05,-0.00472286,-0.00140161,-0.000281862,-0.00463429,1.51383,-0.00398812,-0.1708,0,0.5343,361601,4.43641e+06,2443.52,0.108297,-0.0818247,0.250339,-8.61065e-06,0.000469882,3.7656e-05,3.60003e-05,-0.00472325,-0.0014003,0.0637399,0.86682,0.147246,0.76715,1616511338348319205
53.9861,0.0102697,0.432465,2.95145e-05,-0.00471604,-0.00140109,-0.000281342,-0.00470248,1.51381,-0.00398898,-0.1708,0,0.5343,361602,4.43641e+06,2443.51,0.108853,-0.0818305,0.249977,3.39603e-06,0.000472435,3.54418e-05,3.60969e-05,-0.00471643,-0.00139978,0.0637399,0.866834,0.147245,0.76715,1616511338358285509
53.9877,0.0102696,0.432395,2.92471e-05,-0.00470946,-0.00140063,-0.000280843,-0.00476789,1.51379,-0.00399001,-0.1708,0,0.5343,361603,4.43641e+06,2443.51,0.109423,-0.08184,0.249558,-2.32124e-05,0.000474012,3.40651e-05,3.59189e-05,-0.00470985,-0.00139932,0.0637297,0.866848,0.147244,0.76715,1616511338368324064
53.9877,0.0102696,0.432395,2.92471e-05,-0.00470946,-0.00140063,-0.000280843,-0.00476789,1.51379,-0.00399096,-0.1708,0,0.5343,361603,4.43641e+06,2443.51,0.109423,-0.08184,0.249558,-2.32124e-05,0.000474012,3.40651e-05,3.59189e-05,-0.00470985,-0.00139932,0.0637297,0.866848,0.147244,0.76715,1616511338378315750
53.9893,0.0102471,0.432324,2.90534e-05,-0.0047028,-0.00140015,-0.000280343,-0.0048337,1.51377,-0.00399012,-0.1708,0,0.5343,361603,4.43641e+06,2443.5,0.109982,-0.0818482,0.24919,-9.02325e-06,0.000476766,3.26566e-05,3.5815e-05,-0.0047032,-0.00139885,0.063729,0.866862,0.147243,0.76715,1616511338388313908
53.991,0.0102204,0.432251,2.88443e-05,-0.00469603,-0.0013997,-0.000279839,-0.00490013,1.51375,-0.00399108,-0.1708,0,0.5343,361604,4.43641e+06,2443.5,0.110544,-0.0818552,0.248821,-9.82908e-06,0.00047977,3.06633e-05,3.56966e-05,-0.00469642,-0.0013984,0.0637197,0.866876,0.147242,0.76715,1616511338398306236
53.9923,0.0102121,0.432195,2.86644e-05,-0.00469083,-0.00139937,-0.000279454,-0.00495082,1.51373,-0.00399206,-0.1708,0,0.5343,361605,4.43641e+06,2443.49,0.11104,-0.0818675,0.248491,-1.45309e-05,0.000482771,3.05727e-05,3.5586e-05,-0.00469122,-0.00139808,0.0637101,0.866889,0.147241,0.76715,1616511338408322220
53.9936,0.0102095,0.432136,2.84741e-05,-0.00468522,-0.00139901,-0.000279044,-0.00500507,1.51372,-0.0039926,-0.1708,0,0.5343,361605,4.43641e+06,2443.49,0.111485,-0.0818788,0.248193,-1.46076e-05,0.000485083,3.17408e-05,3.54697e-05,-0.00468561,-0.00139772,0.0637049,0.8669,0.14724,0.76715,1616511338418283910
53.9936,0.0102095,0.432136,2.84741e-05,-0.00468522,-0.00139901,-0.000279044,-0.00500507,1.51372,-0.00399324,-0.1708,0,0.5343,361605,4.43641e+06,2443.49,0.111485,-0.0818788,0.248193,-1.46076e-05,0.000485083,3.17408e-05,3.54697e-05,-0.00468561,-0.00139772,0.0637049,0.8669,0.14724,0.76715,1616511338428294459
53.9949,0.0101959,0.432079,2.82891e-05,-0.00467988,-0.00139868,-0.000278656,-0.00505643,1.5137,-0.00399241,-0.1708,0,0.5343,361606,4.43641e+06,2443.48,0.111933,-0.0818844,0.247887,-1.4538e-05,0.000487547,2.99588e-05,3.53549e-05,-0.00468027,-0.00139739,0.0636987,0.866911,0.147239,0.76715,1616511338438285643
53.9967,0.0101737,0.431999,2.82424e-05,-0.00467233,-0.00139821,-0.000278112,-0.00512842,1.51368,-0.00399297,-0.1708,0,0.5343,361607,4.43641e+06,2443.47,0.112459,-0.0818942,0.247536,-5.16402e-07,0.000490338,3.05326e-05,3.54064e-05,-0.00467272,-0.00139693,0.0637017,0.866925,0.147239,0.76715,1616511338448323388
53.9983,0.0101596,0.431931,2.81429e-05,-0.00466591,-0.00139784,-0.000277651,-0.00518931,1.51366,-0.00399409,-0.1708,0,0.5343,361607,4.43641e+06,2443.47,0.11302,-0.0819013,0.247153,-6.07331e-06,0.000492757,2.78533e-05,3.53901e-05,-0.0046663,-0.00139656,0.0636905,0.86694,0.147238,0.76715,1616511338458316623
53.9983,0.0101596,0.431931,2.81429e-05,-0.00466591,-0.00139784,-0.000277651,-0.00518931,1.51366,-0.00399492,-0.1708,0,0.5343,361607,4.43641e+06,2443.47,0.11302,-0.0819013,0.247153,-6.07331e-06,0.000492757,2.78533e-05,3.53901e-05,-0.0046663,-0.00139656,0.0636905,0.86694,0.147238,0.76715,1616511338468326734
54.0001,0.0101456,0.431852,2.81859e-05,-0.00465834,-0.00139742,-0.000277109,-0.0052606,1.51364,-0.00399408,-0.1708,0,0.5343,361608,4.43641e+06,2443.46,0.113581,-0.0819096,0.246767,5.53666e-06,0.0004961,2.67583e-05,3.55305e-05,-0.00465872,-0.00139615,0.0636906,0.866954,0.147237,0.76715,1616511338478288983
54.0001,0.0101456,0.431852,2.81859e-05,-0.00465834,-0.00139742,-0.000277109,-0.0052606,1.51364,-0.00399521,-0.1708,0,0.5343,361608,4.43641e+06,2443.46,0.113581,-0.0819096,0.246767,5.53666e-06,0.0004961,2.67583e-05,3.55305e-05,-0.00465872,-0.00139615,0.0636906,0.866954,0.147237,0.76715,1616511338488320857
54.0001,0.0101456,0.431852,2.81859e-05,-0.00465834,-0.00139742,-0.000277109,-0.0052606,1.51364,-0.00399437,-0.1708,0,0.5343,361608,4.43641e+06,2443.46,0.113581,-0.0819096,0.246767,-8.59723e-07,0.000497394,2.84894e-05,3.55305e-05,-0.00465872,-0.00139615,0.0636906,0.866954,0.147237,0.76715,1616511338498294879
54.0041,0.01011,0.431689,2.83646e-05,-0.00464217,-0.00139652,-0.00027595,-0.00541156,1.51359,-0.00399354,-0.1708,0,0.5343,361610,4.43641e+06,2443.44,0.114532,-0.0819194,0.246112,1.18585e-05,0.000498024,2.69429e-05,3.59151e-05,-0.00464255,-0.00139526,0.0636877,0.866981,0.147235,0.76715,1616511338508310053
54.0056,0.0100852,0.431622,2.82426e-05,-0.00463584,-0.00139621,-0.000275498,-0.00547013,1.51358,-0.00399688,-0.1708,0,0.5343,361611,4.43641e+06,2443.44,0.115405,-0.0819436,0.245466,-6.35974e-06,0.000502154,2.37151e-05,3.58731e-05,-0.00463623,-0.00139495,0.0636623,0.867005,0.147234,0.76715,1616511338518320264
54.007,0.0100835,0.43156,2.81057e-05,-0.00463001,-0.00139593,-0.000275083,-0.00552375,1.51356,-0.00399768,-0.1708,0,0.5343,361611,4.43641e+06,2443.43,0.115877,-0.0819558,0.245132,-9.35975e-06,0.000504903,2.44229e-05,3.58095e-05,-0.00463039,-0.00139468,0.0636545,0.867018,0.147233,0.76715,1616511338528303608
54.0084,0.0100653,0.4315,2.79717e-05,-0.00462441,-0.00139566,-0.000274688,-0.00557482,1.51354,-0.00399835,-0.1708,0,0.5343,361612,4.43641e+06,2443.43,0.116318,-0.081963,0.244816,-7.45233e-06,0.000507009,2.32593e-05,3.57452e-05,-0.0046248,-0.00139441,0.063648,0.86703,0.147233,0.76715,1616511338538313397
54.0101,0.0100482,0.431427,2.78169e-05,-0.00461742,-0.00139534,-0.000274199,-0.00563836,1.51353,-0.00399895,-0.1708,0,0.5343,361613,4.43641e+06,2443.42,0.116803,-0.0819699,0.244472,-8.19659e-06,0.000509368,2.25796e-05,3.56773e-05,-0.0046178,-0.0013941,0.0636422,0.867044,0.147232,0.76715,1616511338548282812
54.0101,0.0100482,0.431427,2.78169e-05,-0.00461742,-0.00139534,-0.000274199,-0.00563836,1.51353,-0.00399989,-0.1708,0,0.5343,361613,4.43641e+06,2443.42,0.116803,-0.0819699,0.244472,-8.19659e-06,0.000509368,2.25796e-05,3.56773e-05,-0.0046178,-0.0013941,0.0636422,0.867044,0.147232,0.76715,1616511338558319510
54.0122,0.0100161,0.431334,2.7775e-05,-0.00460854,-0.00139496,-0.000273581,-0.00571831,1.5135,-0.00399907,-0.1708,0,0.5343,361614,4.43641e+06,2443.41,0.117409,-0.0819768,0.244036,1.0647e-06,0.000512232,2.08508e-05,3.57448e-05,-0.00460892,-0.00139372,0.0636412,0.867061,0.147231,0.76715,1616511338568315397
54.0136,0.00999317,0.431275,2.76555e-05,-0.00460297,-0.00139474,-0.000273195,-0.00576816,1.51349,-0.00400047,-0.1708,0,0.5343,361614,4.43641e+06,2443.41,0.117952,-0.0819911,0.243637,-8.84685e-06,0.000515308,2.02754e-05,3.56935e-05,-0.00460335,-0.00139351,0.0636271,0.867076,0.147231,0.76715,1616511338578322609
54.0136,0.00999317,0.431275,2.76555e-05,-0.00460297,-0.00139474,-0.000273195,-0.00576816,1.51349,-0.00400104,-0.1708,0,0.5343,361614,4.43641e+06,2443.41,0.117952,-0.0819911,0.243637,-8.94799e-06,0.00051689,1.76258e-05,3.56935e-05,-0.00460335,-0.00139351,0.0636215,0.867082,0.14723,0.76715,1616511338588351607
54.0152,0.00997926,0.431203,2.75621e-05,-0.00459612,-0.00139451,-0.000272723,-0.00582909,1.51347,-0.00400022,-0.1708,0,0.5343,361615,4.43641e+06,2443.4,0.118418,-0.0819942,0.243293,-5.1535e-06,0.000517842,1.79411e-05,3.56836e-05,-0.0045965,-0.00139328,0.0636216,0.867089,0.14723,0.76715,1616511338598321227
54.0174,0.00995327,0.431107,2.757e-05,-0.00458689,-0.00139422,-0.000272089,-0.00591048,1.51344,-0.0040011,-0.1708,0,0.5343,361616,4.43641e+06,2443.39,0.119018,-0.0819999,0.242852,4.11804e-06,0.000521088,1.59351e-05,3.58032e-05,-0.00458727,-0.00139299,0.0636211,0.867107,0.147229,0.76715,1616511338608312724
54.0188,0.00994406,0.431048,2.7445e-05,-0.00458122,-0.00139404,-0.000271702,-0.00596016,1.51343,-0.00400257,-0.1708,0,0.5343,361616,4.43641e+06,2443.39,0.119564,-0.0820163,0.24244,-9.24986e-06,0.000523194,1.60536e-05,3.57464e-05,-0.0045816,-0.00139282,0.0636064,0.867123,0.147229,0.76715,1616511338618314757
54.0188,0.00994406,0.431048,2.7445e-05,-0.00458122,-0.00139404,-0.000271702,-0.00596016,1.51343,-0.00400315,-0.1708,0,0.5343,361616,4.43641e+06,2443.39,0.119564,-0.0820163,0.24244,-9.24986e-06,0.000523194,1.60536e-05,3.57464e-05,-0.0045816,-0.00139282,0.0636064,0.867123,0.147229,0.76715,1616511338628284513
54.0205,0.00992615,0.430973,2.74534e-05,-0.00457409,-0.00139384,-0.000271216,-0.00602236,1.51341,-0.00400234,-0.1708,0,0.5343,361617,4.43641e+06,2443.38,0.120035,-0.082024,0.242091,1.8784e-06,0.00052596,1.55798e-05,3.58402e-05,-0.00457446,-0.00139262,0.0636088,0.867136,0.147229,0.76715,1616511338638286225
54.0223,0.00990108,0.430897,2.74161e-05,-0.00456676,-0.00139364,-0.000270719,-0.00608575,1.51339,-0.00400327,-0.1708,0,0.5343,361618,4.43641e+06,2443.37,0.120561,-0.0820304,0.241692,-3.79297e-07,0.000528704,1.35019e-05,3.589e-05,-0.00456714,-0.00139243,0.0635995,0.867152,0.147228,0.76715,1616511338648307158
54.0223,0.00990108,0.430897,2.74161e-05,-0.00456676,-0.00139364,-0.000270719,-0.00608575,1.51339,-0.00400425,-0.1708,0,0.5343,361618,4.43641e+06,2443.37,0.120561,-0.0820304,0.241692,-3.79297e-07,0.000528704,1.35019e-05,3.589e-05,-0.00456714,-0.00139243,0.0635995,0.867152,0.147228,0.76715,1616511338658317048
54.0244,0.00988146,0.430804,2.74894e-05,-0.00455774,-0.00139342,-0.000270107,-0.00616331,1.51337,-0.00400343,-0.1708,0,0.5343,361619,4.43641e+06,2443.36,0.121153,-0.082039,0.241241,6.68885e-06,0.000531192,1.24729e-05,3.607e-05,-0.00455812,-0.00139222,0.0635978,0.86717,0.147228,0.76715,1616511338668318843
54.0261,0.00985671,0.430731,2.74219e-05,-0.00455079,-0.00139327,-0.000269638,-0.00622263,1.51335,-0.00400482,-0.1708,0,0.5343,361619,4.43641e+06,2443.36,0.121722,-0.0820485,0.240805,-2.17806e-06,0.000533906,1.00358e-05,3.60842e-05,-0.00455117,-0.00139207,0.0635839,0.867187,0.147227,0.76715,1616511338678324754
54.0261,0.00985671,0.430731,2.74219e-05,-0.00455079,-0.00139327,-0.000269638,-0.00622263,1.51335,-0.0040057,-0.1708,0,0.5343,361619,4.43641e+06,2443.36,0.121722,-0.0820485,0.240805,-2.17806e-06,0.000533906,1.00358e-05,3.60842e-05,-0.00455117,-0.00139207,0.0635839,0.867187,0.147227,0.76715,1616511338688348539
54.0286,0.00983116,0.430624,2.74401e-05,-0.00454033,-0.0013923,-0.000268933,-0.00631133,1.51332,-0.00400489,-0.1708,0,0.5343,361621,4.43641e+06,2443.35,0.122334,-0.0820957,0.240324,4.75611e-06,0.000536475,4.81689e-05,3.62198e-05,-0.00454071,-0.00139111,0.0635832,0.867206,0.147226,0.76715,1616511338698349197
54.0302,0.00981297,0.430556,2.73444e-05,-0.00453387,-0.00139175,-0.0002685,-0.00636576,1.5133,-0.00400662,-0.1708,0,0.5343,361621,4.43641e+06,2443.34,0.122927,-0.0821079,0.239853,-5.44498e-06,0.000539703,4.56375e-05,3.61963e-05,-0.00453424,-0.00139056,0.0635659,0.867224,0.147224,0.76715,1616511338708318448
54.0302,0.00981297,0.430556,2.73444e-05,-0.00453387,-0.00139175,-0.0002685,-0.00636576,1.5133,-0.00400738,-0.1708,0,0.5343,361621,4.43641e+06,2443.34,0.122927,-0.0821079,0.239853,-1.32723e-05,0.000540363,4.6112e-05,3.61963e-05,-0.00453424,-0.00139056,0.0635583,0.867231,0.147224,0.76715,1616511338718294142
54.0318,0.00979359,0.430487,2.72539e-05,-0.00452716,-0.00139119,-0.000268052,-0.00642191,1.51329,-0.00400658,-0.1708,0,0.5343,361622,4.43641e+06,2443.33,0.123388,-0.0821127,0.239501,-1.322e-06,0.000541502,4.31981e-05,3.61803e-05,-0.00452754,-0.00139001,0.0635585,0.867239,0.147223,0.76715,1616511338728347408
54.0341,0.00976601,0.430387,2.72777e-05,-0.00451745,-0.00139041,-0.000267404,-0.00650269,1.51326,-0.00400738,-0.1708,0,0.5343,361623,4.43641e+06,2443.32,0.123961,-0.0821237,0.23904,4.47377e-06,0.000543946,4.35501e-05,3.63113e-05,-0.00451783,-0.00138923,0.0635585,0.867257,0.147222,0.76715,1616511338738287775
54.0355,0.00976183,0.430327,2.72081e-05,-0.00451172,-0.00138996,-0.000267023,-0.0065501,1.51325,-0.00400892,-0.1708,0,0.5343,361623,4.43641e+06,2443.32,0.12449,-0.0821362,0.238609,-4.73659e-06,0.000546742,4.17164e-05,3.63048e-05,-0.00451209,-0.00138879,0.0635431,0.867273,0.14722,0.76715,1616511338748372849
54.0369,0.00975454,0.430266,2.71326e-05,-0.00450588,-0.00138951,-0.000266636,-0.00659807,1.51323,-0.00400948,-0.1708,0,0.5343,361624,4.43641e+06,2443.31,0.124887,-0.082145,0.238297,-4.38446e-06,0.000548469,4.1549e-05,3.62929e-05,-0.00450626,-0.00138834,0.0635375,0.867286,0.147219,0.76715,1616511338758333727
54.0369,0.00975454,0.430266,2.71326e-05,-0.00450588,-0.00138951,-0.000266636,-0.00659807,1.51323,-0.00401008,-0.1708,0,0.5343,361624,4.43641e+06,2443.31,0.124887,-0.082145,0.238297,-4.38446e-06,0.000548469,4.1549e-05,3.62929e-05,-0.00450626,-0.00138834,0.0635375,0.867286,0.147219,0.76715,1616511338768362970
54.0384,0.00973552,0.4302,2.7053e-05,-0.00449958,-0.00138903,-0.000266221,-0.00664964,1.51322,-0.00400927,-0.1708,0,0.5343,361625,4.43641e+06,2443.31,0.125301,-0.0821548,0.237965,-3.63518e-06,0.00055091,4.18147e-05,3.62817e-05,-0.00449995,-0.00138786,0.0635317,0.867299,0.147218,0.76715,1616511338778316950
54.0403,0.00971507,0.430118,2.70728e-05,-0.00449158,-0.00138842,-0.000265696,-0.00671474,1.5132,-0.00400997,-0.1708,0,0.5343,361625,4.43641e+06,2443.3,0.125787,-0.0821639,0.237574,2.23214e-06,0.000553346,4.14777e-05,3.63878e-05,-0.00449194,-0.00138726,0.0635327,0.867314,0.147217,0.76715,1616511338788325671
54.0422,0.00969107,0.430038,2.70372e-05,-0.00448382,-0.00138787,-0.000265187,-0.00677742,1.51318,-0.00401107,-0.1708,0,0.5343,361626,4.43641e+06,2443.29,0.126317,-0.0821719,0.237142,-2.45672e-06,0.000555515,3.94784e-05,3.64355e-05,-0.00448419,-0.00138671,0.0635218,0.867332,0.147216,0.76715,1616511338798350742
54.0422,0.00969107,0.430038,2.70372e-05,-0.00448382,-0.00138787,-0.000265187,-0.00677742,1.51318,-0.0040121,-0.1708,0,0.5343,361626,4.43641e+06,2443.29,0.126317,-0.0821719,0.237142,-2.45672e-06,0.000555515,3.94784e-05,3.64355e-05,-0.00448419,-0.00138671,0.0635218,0.867332,0.147216,0.76715,1616511338808312684
54.0439,0.00966758,0.429962,2.70893e-05,-0.00447646,-0.00138738,-0.000264705,-0.0068366,1.51316,-0.00401131,-0.1708,0,0.5343,361627,4.43641e+06,2443.28,0.126822,-0.0821785,0.236725,5.45763e-06,0.000557699,3.6966e-05,3.65663e-05,-0.00447682,-0.00138623,0.0635193,0.867348,0.147215,0.76715,1616511338818357737
54.0462,0.00964222,0.429863,2.71097e-05,-0.00446683,-0.00138677,-0.000264076,-0.00691348,1.51314,-0.00401224,-0.1708,0,0.5343,361628,4.43641e+06,2443.27,0.127387,-0.0821865,0.236256,2.27297e-06,0.000560143,3.5639e-05,3.66891e-05,-0.0044672,-0.00138562,0.0635099,0.867367,0.147213,0.76715,1616511338828329464
54.0462,0.00964222,0.429863,2.71097e-05,-0.00446683,-0.00138677,-0.000264076,-0.00691348,1.51314,-0.00401372,-0.1708,0,0.5343,361628,4.43641e+06,2443.27,0.127387,-0.0821865,0.236256,2.27297e-06,0.000560143,3.5639e-05,3.66891e-05,-0.0044672,-0.00138562,0.0635099,0.867367,0.147213,0.76715,1616511338838284905
54.0476,0.0096183,0.429802,2.70311e-05,-0.00446088,-0.00138641,-0.000263689,-0.00696072,1.51312,-0.00401293,-0.1708,0,0.5343,361628,4.43641e+06,2443.27,0.127897,-0.0821955,0.235829,-4.67183e-06,0.000562791,3.27614e-05,3.66735e-05,-0.00446125,-0.00138527,0.0634951,0.867384,0.147212,0.76715,1616511338848331258
54.0476,0.0096183,0.429802,2.70311e-05,-0.00446088,-0.00138641,-0.000263689,-0.00696072,1.51312,-0.00401353,-0.1708,0,0.5343,361628,4.43641e+06,2443.27,0.127897,-0.0821955,0.235829,-4.67183e-06,0.000562791,3.27614e-05,3.66735e-05,-0.00446125,-0.00138527,0.0634951,0.867384,0.147212,0.76715,1616511338858341657
54.0506,0.00959574,0.429677,2.7328e-05,-0.00444848,-0.00138574,-0.000262878,-0.00705856,1.51309,-0.00401274,-0.1708,0,0.5343,361630,4.43641e+06,2443.26,0.128504,-0.0821971,0.235324,1.73725e-05,0.000564778,2.9957e-05,3.71012e-05,-0.00444884,-0.0013846,0.0635049,0.867404,0.147211,0.76715,1616511338868347794
54.0524,0.00956928,0.4296,2.72467e-05,-0.00444101,-0.00138533,-0.000262391,-0.00711709,1.51307,-0.00401487,-0.1708,0,0.5343,361630,4.43641e+06,2443.25,0.129144,-0.0822175,0.234772,-2.91508e-06,0.000567349,3.01151e-05,3.70981e-05,-0.00444138,-0.0013842,0.0634833,0.867426,0.14721,0.76715,1616511338878294281
54.0524,0.00956928,0.4296,2.72467e-05,-0.00444101,-0.00138533,-0.000262391,-0.00711709,1.51307,-0.00401584,-0.1708,0,0.5343,361630,4.43641e+06,2443.25,0.129144,-0.0822175,0.234772,-2.91508e-06,0.000567349,3.01151e-05,3.70981e-05,-0.00444138,-0.0013842,0.0634833,0.867426,0.14721,0.76715,1616511338888346516
54.0551,0.00953435,0.429484,2.73146e-05,-0.00442964,-0.00138477,-0.000261648,-0.00720565,1.51305,-0.00401505,-0.1708,0,0.5343,361631,4.43641e+06,2443.24,0.129755,-0.0822212,0.234258,7.74734e-06,0.00056983,2.71936e-05,3.72845e-05,-0.00443001,-0.00138365,0.0634815,0.867447,0.147209,0.76715,1616511338898321315
54.0567,0.00951732,0.429413,2.71956e-05,-0.00442277,-0.00138446,-0.000261201,-0.00725881,1.51303,-0.00401694,-0.1708,0,0.5343,361632,4.43641e+06,2443.23,0.130335,-0.0822363,0.23375,-7.18458e-06,0.000572489,2.57133e-05,3.72369e-05,-0.00442314,-0.00138334,0.0634625,0.867467,0.147208,0.76715,1616511338908351767
54.0567,0.00951732,0.429413,2.71956e-05,-0.00442277,-0.00138446,-0.000261201,-0.00725881,1.51303,-0.00401776,-0.1708,0,0.5343,361632,4.43641e+06,2443.23,0.130335,-0.0822363,0.23375,-7.18458e-06,0.000572489,2.57133e-05,3.72369e-05,-0.00442314,-0.00138334,0.0634625,0.867467,0.147208,0.76715,1616511338918293646
54.0585,0.00948211,0.429337,2.70738e-05,-0.00441536,-0.00138415,-0.000260721,-0.00731585,1.51301,-0.00401699,-0.1708,0,0.5343,361633,4.43641e+06,2443.22,0.130789,-0.0822397,0.233357,-4.41938e-06,0.00057501,2.26546e-05,3.71918e-05,-0.00441572,-0.00138303,0.0634545,0.867483,0.147207,0.76715,1616511338928314070
54.0585,0.00948211,0.429337,2.70738e-05,-0.00441536,-0.00138415,-0.000260721,-0.00731585,1.51301,-0.00401793,-0.1708,0,0.5343,361633,4.43641e+06,2443.22,0.130789,-0.0822397,0.233357,-4.41938e-06,0.00057501,2.26546e-05,3.71918e-05,-0.00441572,-0.00138303,0.0634545,0.867483,0.147207,0.76715,1616511338938320277
54.0613,0.00946319,0.42922,2.70472e-05,-0.00440379,-0.00138372,-0.000259975,-0.00740429,1.51298,-0.00401714,-0.1708,0,0.5343,361634,4.43641e+06,2443.21,0.131391,-0.0822462,0.232834,2.97427e-06,0.000577304,2.12883e-05,3.72843e-05,-0.00440415,-0.00138261,0.063453,0.867504,0.147206,0.76715,1616511338948360851
54.0627,0.00943996,0.429157,2.72466e-05,-0.00439781,-0.0013835,-0.000259589,-0.00744965,1.51297,-0.00401905,-0.1708,0,0.5343,361634,4.43641e+06,2443.21,0.131936,-0.0822626,0.232355,2.19788e-05,0.000580397,2.00553e-05,3.75449e-05,-0.00439817,-0.0013824,0.0634607,0.867523,0.147206,0.76715,1616511338958318255
54.0643,0.00941944,0.429088,2.71433e-05,-0.00439112,-0.00138329,-0.000259158,-0.00750018,1.51295,-0.00401966,-0.1708,0,0.5343,361635,4.43641e+06,2443.2,0.132329,-0.0822658,0.232005,-5.87374e-06,0.000582244,1.77667e-05,3.75099e-05,-0.00439148,-0.00138219,0.0634353,0.867537,0.147205,0.76715,1616511338968354973
54.0658,0.00940686,0.429022,2.70095e-05,-0.00438475,-0.00138309,-0.000258749,-0.0075481,1.51294,-0.00402043,-0.1708,0,0.5343,361636,4.43641e+06,2443.19,0.132732,-0.0822783,0.231645,-9.98055e-06,0.000584128,1.89375e-05,3.74408e-05,-0.00438511,-0.00138199,0.0634277,0.867551,0.147205,0.76715,1616511338978319723
54.0658,0.00940686,0.429022,2.70095e-05,-0.00438475,-0.00138309,-0.000258749,-0.0075481,1.51294,-0.00402113,-0.1708,0,0.5343,361636,4.43641e+06,2443.19,0.132732,-0.0822783,0.231645,-9.98055e-06,0.000584128,1.89375e-05,3.74408e-05,-0.00438511,-0.00138199,0.0634277,0.867551,0.147205,0.76715,1616511338988280965
54.0685,0.0107761,0.424506,2.70551e-05,-0.00436288,-0.00138243,-0.000257348,-0.00771148,1.51289,-0.00402036,-0.1708,0,0.5343,361637,4.43641e+06,2443.18,0.133613,-0.0822792,0.230863,8.71662e-06,0.00058431,1.68507e-05,3.77072e-05,-0.00436323,-0.00138135,0.0634287,0.867584,0.147204,0.76715,1616511338998319964
54.071,0.00934929,0.428811,2.70551e-05,-0.00436288,-0.00138243,-0.000257348,-0.00771148,1.51289,-0.00402463,-0.1708,0,0.5343,361638,4.43641e+06,2443.17,0.133613,-0.0822792,0.230863,8.71662e-06,0.00058431,1.68507e-05,3.77072e-05,-0.00436323,-0.00138135,0.0634287,0.867584,0.147204,0.76715,1616511339008292224
54.0727,0.00933156,0.428738,2.67455e-05,-0.00435593,-0.00138226,-0.000256904,-0.00776314,1.51287,-0.00402386,-0.1708,0,0.5343,361638,4.43641e+06,2443.16,0.134479,-0.082307,0.230037,-1.70176e-05,0.000587869,1.33683e-05,3.74678e-05,-0.00435628,-0.00138119,0.0633937,0.867617,0.147203,0.76715,1616511339018309906
