u,v,w,p,q,r,phi,theta,psi,roll_ctrl,pitch_ctrl,yaw_ctrl,throttle_ctrl,E,N,U,u_dot,v_dot,w_dot,p_dot,q_dot,r_dot,phi_dot,theta_dot,psi_dot,delta_a,delta_e,delta_r,delta_T,timestamp
58.8449,0.0331507,0.26581,0.0013198,0.0156867,0.00160147,0.004528,0.0090403,1.70186,-0.00537938,-0.1706,0,0.5348,362200,4.43607e+06,2438.47,-0.208257,-0.04301,-1.05917,-0.00180069,-0.0113129,-0.000992231,0.00133492,0.0156793,0.00167255,0.0478988,0.921779,0.140544,0.7674,1620826363305952030
58.842,0.0316286,0.264103,0.00129145,0.0155651,0.00158465,0.00454527,0.00924525,1.70188,-0.0054336,-0.1706,0,0.5348,362201,4.43607e+06,2438.48,-0.214064,-0.0424122,-1.0471,-0.0021308,-0.00895495,-0.00131644,0.00130675,0.0155577,0.00165545,0.0474184,0.919795,0.140599,0.7674,1620826363315967828
58.8391,0.0302321,0.262517,0.00126438,0.0154664,0.00156722,0.00456103,0.00943496,1.7019,-0.00545433,-0.1706,0,0.5348,362201,4.43607e+06,2438.49,-0.217041,-0.0420408,-1.04063,-0.00212885,-0.00777624,-0.00145562,0.00127983,0.0154591,0.00163782,0.0472505,0.918857,0.140637,0.7674,1620826363325928150
58.8391,0.0302321,0.262517,0.00126438,0.0154664,0.00156722,0.00456103,0.00943496,1.7019,-0.00547324,-0.1706,0,0.5348,362201,4.43607e+06,2438.49,-0.217041,-0.0420408,-1.04063,-0.00212885,-0.00777624,-0.00145562,0.00127983,0.0154591,0.00163782,0.0472505,0.918857,0.140637,0.7674,1620826363335925287
58.8356,0.0285276,0.260547,0.00123095,0.0153611,0.00154359,0.00458017,0.00966965,1.70193,-0.00547324,-0.1706,0,0.5348,362202,4.43607e+06,2438.5,-0.22017,-0.0416304,-1.03364,-0.00207541,-0.00656615,-0.00158884,0.00124656,0.0153539,0.001614,0.0471045,0.917919,0.140682,0.7674,1620826363345960161
58.8336,0.0275962,0.259467,0.00121166,0.0153109,0.00152958,0.00459055,0.00979904,1.70194,-0.00549621,-0.1706,0,0.5348,362203,4.43607e+06,2438.51,-0.22188,-0.0414125,-1.02983,-0.00204497,-0.00525485,-0.00174048,0.00122734,0.0153037,0.00159992,0.0469243,0.916923,0.14074,0.7674,1620826363355955524
58.8316,0.0266757,0.258401,0.00119437,0.0152665,0.00151486,0.00460078,0.00992806,1.70195,-0.00550866,-0.1706,0,0.5348,362203,4.43607e+06,2438.51,-0.223771,-0.0411759,-1.0256,-0.00204497,-0.00525485,-0.00174048,0.00121011,0.0152594,0.00158516,0.0469243,0.916923,0.14074,0.7674,1620826363365924637
58.8292,0.0256012,0.257145,0.00117146,0.01522,0.00149666,0.00461273,0.0100812,1.70197,-0.00552093,-0.1706,0,0.5348,362204,4.43607e+06,2438.52,-0.225612,-0.0409339,-1.02146,-0.00227577,-0.00461348,-0.00180825,0.00118726,0.015213,0.00156693,0.0467009,0.916443,0.140773,0.7674,1620826363375923065
58.8268,0.0245395,0.255915,0.00115137,0.015181,0.00147752,0.00462448,0.010234,1.70198,-0.00553527,-0.1706,0,0.5348,362204,4.43607e+06,2438.53,-0.227813,-0.0406664,-1.01653,-0.0019959,-0.00387405,-0.00190041,0.00116721,0.0151741,0.00154779,0.0467337,0.915906,0.140814,0.7674,1620826363385953033
58.8238,0.0232564,0.254462,0.00112515,0.015144,0.00145242,0.00463865,0.010421,1.702,-0.00554937,-0.1706,0,0.5348,362205,4.43607e+06,2438.53,-0.231367,-0.0402836,-1.00895,-0.00206801,-0.00281177,-0.00205972,0.00114102,0.0151371,0.00152273,0.0464963,0.915133,0.140883,0.7674,1620826363395989453
58.8196,0.0215193,0.252528,0.00108909,0.0151069,0.00141621,0.00465759,0.0106781,1.70203,-0.00556638,-0.1706,0,0.5348,362206,4.43607e+06,2438.55,-0.234419,-0.0399004,-1.00225,-0.00199891,-0.00192539,-0.00216252,0.00110497,0.0151001,0.00148664,0.0463711,0.914524,0.140951,0.7674,1620826363405973608
58.8196,0.0215193,0.252528,0.00108909,0.0151069,0.00141621,0.00465759,0.0106781,1.70203,-0.0055891,-0.1706,0,0.5348,362206,4.43607e+06,2438.55,-0.234419,-0.0399004,-1.00225,-0.00199891,-0.00192539,-0.00216252,0.00110497,0.0151001,0.00148664,0.0463711,0.914524,0.140951,0.7674,1620826363415955758
58.8155,0.0199116,0.250762,0.00105482,0.0150865,0.00137922,0.00467526,0.0109253,1.70205,-0.0055891,-0.1706,0,0.5348,362207,4.43607e+06,2438.56,-0.237878,-0.0395082,-0.994945,-0.00199743,-0.00103231,-0.0022864,0.00107066,0.0150799,0.00144982,0.046193,0.913924,0.141033,0.7674,1620826363425951013
58.8155,0.0199116,0.250762,0.00105482,0.0150865,0.00137922,0.00467526,0.0109253,1.70205,-0.00561032,-0.1706,0,0.5348,362207,4.43607e+06,2438.56,-0.237878,-0.0395082,-0.994945,-0.00199743,-0.00103231,-0.0022864,0.00107066,0.0150799,0.00144982,0.046193,0.913924,0.141033,0.7674,1620826363435950816
58.8115,0.0184088,0.249162,0.00102216,0.0150793,0.00134185,0.00469175,0.0111629,1.70207,-0.00561032,-0.1706,0,0.5348,362208,4.43607e+06,2438.57,-0.241146,-0.0391484,-0.988245,-0.0019842,-0.000276184,-0.00239607,0.00103793,0.0150728,0.00141267,0.0460279,0.913437,0.141115,0.7674,1620826363445911964
58.8074,0.0169039,0.247631,0.00098912,0.0150828,0.00130209,0.00470805,0.0114056,1.7021,-0.0056301,-0.1706,0,0.5348,362209,4.43607e+06,2438.58,-0.244322,-0.0387998,-0.981906,-0.0019576,0.000379803,-0.00249521,0.00100478,0.0150765,0.00137317,0.0458765,0.913035,0.141201,0.7674,1620826363455935174
58.8074,0.0169039,0.247631,0.00098912,0.0150828,0.00130209,0.00470805,0.0114056,1.7021,-0.00564966,-0.1706,0,0.5348,362209,4.43607e+06,2438.58,-0.244322,-0.0387998,-0.981906,-0.0019576,0.000379803,-0.00249521,0.00100478,0.0150765,0.00137317,0.0458765,0.913035,0.141201,0.7674,1620826363465987235
58.8028,0.0153032,0.246044,0.000952553,0.0150978,0.00125595,0.00472564,0.0116774,1.70212,-0.00564966,-0.1706,0,0.5348,362210,4.43607e+06,2438.6,-0.247652,-0.038441,-0.975482,-0.00192629,0.000985722,-0.00258672,0.000968053,0.0150917,0.00132737,0.0457301,0.912686,0.141296,0.7674,1620826363476015077
58.8028,0.0153032,0.246044,0.000952553,0.0150978,0.00125595,0.00472564,0.0116774,1.70212,-0.00567077,-0.1706,0,0.5348,362210,4.43607e+06,2438.6,-0.247652,-0.038441,-0.975482,-0.00192629,0.000985722,-0.00258672,0.000968053,0.0150917,0.00132737,0.0457301,0.912686,0.141296,0.7674,1620826363485963443
58.8028,0.0153032,0.246044,0.000952553,0.0150978,0.00125595,0.00472564,0.0116774,1.70212,-0.00567077,-0.1706,0,0.5348,362210,4.43607e+06,2438.6,-0.247652,-0.038441,-0.975482,-0.00192629,0.000985722,-0.00258672,0.000968053,0.0150917,0.00132737,0.0457301,0.912686,0.141296,0.7674,1620826363496000444
58.7942,0.0125709,0.243506,0.000888174,0.0151465,0.00117046,0.00475545,0.0121689,1.70216,-0.00567077,-0.1706,0,0.5348,362212,4.43607e+06,2438.62,-0.2524,-0.0379067,-0.96655,-0.0017606,0.00173439,-0.00267088,0.000903295,0.0151408,0.00124257,0.0455943,0.912297,0.141441,0.7674,1620826363505968980
58.7907,0.0115063,0.242623,0.000862642,0.0151748,0.00113363,0.00476709,0.0123685,1.70218,-0.00570654,-0.1706,0,0.5348,362213,4.43607e+06,2438.64,-0.25685,-0.0376066,-0.959355,-0.00191989,0.00220457,-0.00281084,0.000877558,0.0151692,0.00120605,0.0452946,0.91208,0.141578,0.7674,1620826363515990707
