u,v,w,p,q,r,phi,theta,psi,roll_ctrl,pitch_ctrl,yaw_ctrl,throttle_ctrl,E,N,U,du/dt,dv/dt,dw/dt,dp/dt,dq/dt,dr/dt,dphi/dt,dtheta/dt,dpsi/dt,delta_a,delta_e,delta_r,delta_T,timestamp
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
